user_id,user,text,created_at,retweet_count,favorite_count,mentions,cleaned_text
uid_4291,airlangga_hrt,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @jokowi @Kemendikbud_RI #4291,2024-11-28,920,1858,"['jokowi', 'Kemendikbud_RI']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4292,moeldoko,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @kemensetneg #4292,2024-11-03,617,334,['kemensetneg'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4293,sandiuno,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @kompascom #4293,2024-11-04,224,1536,['kompascom'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4294,detikcom,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_34 @warga_indonesia_46 #4294,2024-11-17,685,650,"['warga_indonesia_34', 'warga_indonesia_46']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4295,tempodotco,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_14 #4295,2024-11-16,559,1174,['warga_indonesia_14'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4296,kompascom,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_195 @pt_pangan_makmur #4296,2024-11-07,223,916,"['warga_indonesia_195', 'pt_pangan_makmur']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4297,antaranews,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_127 #4297,2024-11-22,558,607,['warga_indonesia_127'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4298,VIVAcoid,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_192 @warga_indonesia_188 #4298,2024-11-02,743,1968,"['warga_indonesia_192', 'warga_indonesia_188']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4299,CNNIndonesia,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_112 #4299,2024-11-19,330,97,['warga_indonesia_112'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4300,kumparan,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_112 #4300,2024-11-13,301,1045,['warga_indonesia_112'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4301,BBCIndonesia,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_121 #4301,2024-11-04,441,564,['warga_indonesia_121'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4302,Metro_TV,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @antaranews @warga_indonesia_34 #4302,2024-11-15,209,1396,"['antaranews', 'warga_indonesia_34']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4303,tvOneNews,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_193 @IndoWitch #4303,2024-11-13,481,1094,"['warga_indonesia_193', 'IndoWitch']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4304,Lembaga_Keadilan,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @kemenkeuRI @VIVAcoid #4304,2024-11-24,809,1023,"['kemenkeuRI', 'VIVAcoid']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4305,Aliansi_Rakyat,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @kumparan @kemenkesRI @Metro_TV @gibran_tweet #4305,2024-11-01,853,330,"['kumparan', 'kemenkesRI', 'Metro_TV', 'gibran_tweet']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4306,pengamat_sosial,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @gibran_tweet @CNNIndonesia @BBCIndonesia @kemenkesRI #4306,2024-11-04,643,396,"['gibran_tweet', 'CNNIndonesia', 'BBCIndonesia', 'kemenkesRI']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4307,tokoh_oposisi,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @kumparan @antaranews @kemenkesRI #4307,2024-11-19,559,696,"['kumparan', 'antaranews', 'kemenkesRI']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4308,aktivis_lingkungan,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @CNNIndonesia @VIVAcoid @airlangga_hrt @antaranews #4308,2024-11-28,846,474,"['CNNIndonesia', 'VIVAcoid', 'airlangga_hrt', 'antaranews']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4309,Yayasan_Gizi,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @airlangga_hrt @kemensetneg @kumparan @kemenkesRI #4309,2024-11-18,697,652,"['airlangga_hrt', 'kemensetneg', 'kumparan', 'kemenkesRI']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4310,IndoWitch,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @jokowi @detikcom @airlangga_hrt #4310,2024-11-19,768,920,"['jokowi', 'detikcom', 'airlangga_hrt']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4311,ICW,Transparansi anggaran MBG adalah harga mati bagi publik. @jokowi @CNNIndonesia @BBCIndonesia @antaranews #4311,2024-11-13,697,1898,"['jokowi', 'CNNIndonesia', 'BBCIndonesia', 'antaranews']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4312,KontraS,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @VIVAcoid @CNNIndonesia #4312,2024-11-23,62,824,"['VIVAcoid', 'CNNIndonesia']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4313,LBH_Jakarta,Makan siang gratis mulai didistribusikan ke daerah 3T. @airlangga_hrt @kompascom @kumparan #4313,2024-11-25,826,300,"['airlangga_hrt', 'kompascom', 'kumparan']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4314,asosiasi_vendor,Bagaimana nasib kantin sekolah setelah ada program MBG? @pt_pangan_makmur #4314,2024-11-25,2,770,['pt_pangan_makmur'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4315,pt_pangan_makmur,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @gibran_tweet #4315,2024-11-22,860,350,['gibran_tweet'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4316,koprasi_susu,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @airlangga_hrt #4316,2024-11-21,357,671,['airlangga_hrt'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4317,direktur_logistik,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @gibran_tweet #4317,2024-11-13,695,1788,['gibran_tweet'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4318,pengusaha_lokal,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @jokowi @asosiasi_vendor #4318,2024-11-18,458,1919,"['jokowi', 'asosiasi_vendor']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4319,umkm_juara,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @moeldoko #4319,2024-11-13,583,307,['moeldoko'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4320,KADIN_Indonesia,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.  #4320,2024-11-21,788,1919,[],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4321,HIPMI_Official,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @gibran_tweet #4321,2024-11-19,142,670,['gibran_tweet'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4322,warga_indonesia_38,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_162 @warga_indonesia_65 #4322,2024-11-20,977,80,"['warga_indonesia_162', 'warga_indonesia_65']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4323,warga_indonesia_85,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_34 @warga_indonesia_47 #4323,2024-11-20,623,1109,"['warga_indonesia_34', 'warga_indonesia_47']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4324,warga_indonesia_22,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_122 @warga_indonesia_25 #4324,2024-11-28,16,1951,"['warga_indonesia_122', 'warga_indonesia_25']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4325,warga_indonesia_158,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @koprasi_susu #4325,2024-11-29,940,77,['koprasi_susu'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4326,warga_indonesia_35,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_160 @moeldoko #4326,2024-11-20,708,1494,"['warga_indonesia_160', 'moeldoko']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4327,warga_indonesia_9,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_40 #4327,2024-11-27,555,887,['warga_indonesia_40'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4328,warga_indonesia_68,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_5 @warga_indonesia_146 #4328,2024-11-21,133,610,"['warga_indonesia_5', 'warga_indonesia_146']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4329,warga_indonesia_18,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_21 @warga_indonesia_23 #4329,2024-11-20,524,1133,"['warga_indonesia_21', 'warga_indonesia_23']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4330,warga_indonesia_44,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_179 #4330,2024-11-03,290,710,['warga_indonesia_179'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4331,warga_indonesia_181,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_120 @warga_indonesia_25 #4331,2024-11-17,468,1971,"['warga_indonesia_120', 'warga_indonesia_25']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4332,warga_indonesia_66,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_194 #4332,2024-11-21,451,187,['warga_indonesia_194'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4333,warga_indonesia_123,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_150 @warga_indonesia_18 #4333,2024-11-08,916,1114,"['warga_indonesia_150', 'warga_indonesia_18']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4334,warga_indonesia_164,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_187 @warga_indonesia_116 #4334,2024-11-16,200,1104,"['warga_indonesia_187', 'warga_indonesia_116']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4335,warga_indonesia_93,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @Kemendikbud_RI #4335,2024-11-30,630,925,['Kemendikbud_RI'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4336,warga_indonesia_149,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_91 @warga_indonesia_132 #4336,2024-11-03,986,1257,"['warga_indonesia_91', 'warga_indonesia_132']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4337,warga_indonesia_197,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_172 #4337,2024-11-21,679,1993,['warga_indonesia_172'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4338,warga_indonesia_77,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_170 @warga_indonesia_99 #4338,2024-11-18,504,787,"['warga_indonesia_170', 'warga_indonesia_99']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4339,warga_indonesia_137,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_83 #4339,2024-11-20,588,1874,['warga_indonesia_83'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4340,warga_indonesia_84,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_5 @warga_indonesia_131 #4340,2024-11-23,865,315,"['warga_indonesia_5', 'warga_indonesia_131']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4341,warga_indonesia_78,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_118 #4341,2024-11-17,590,401,['warga_indonesia_118'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4342,warga_indonesia_107,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_177 @sandiuno #4342,2024-11-26,658,1089,"['warga_indonesia_177', 'sandiuno']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4343,warga_indonesia_157,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_20 @warga_indonesia_86 #4343,2024-11-01,408,1317,"['warga_indonesia_20', 'warga_indonesia_86']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4344,warga_indonesia_34,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_20 #4344,2024-11-21,811,486,['warga_indonesia_20'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4345,warga_indonesia_64,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @antaranews @warga_indonesia_97 #4345,2024-11-09,904,61,"['antaranews', 'warga_indonesia_97']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4346,warga_indonesia_51,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_65 @warga_indonesia_116 #4346,2024-11-13,745,1268,"['warga_indonesia_65', 'warga_indonesia_116']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4347,warga_indonesia_63,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_141 @warga_indonesia_162 #4347,2024-11-19,39,62,"['warga_indonesia_141', 'warga_indonesia_162']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4348,warga_indonesia_67,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_35 #4348,2024-11-09,921,1109,['warga_indonesia_35'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4349,warga_indonesia_54,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_132 #4349,2024-11-24,350,1745,['warga_indonesia_132'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4350,warga_indonesia_198,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_36 @warga_indonesia_67 #4350,2024-11-06,956,1072,"['warga_indonesia_36', 'warga_indonesia_67']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4351,warga_indonesia_192,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_81 @warga_indonesia_188 #4351,2024-11-13,200,287,"['warga_indonesia_81', 'warga_indonesia_188']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4352,warga_indonesia_36,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_46 @warga_indonesia_161 #4352,2024-11-20,301,380,"['warga_indonesia_46', 'warga_indonesia_161']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4353,warga_indonesia_42,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_176 #4353,2024-11-05,699,1090,['warga_indonesia_176'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4354,warga_indonesia_39,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_60 @warga_indonesia_167 #4354,2024-11-27,887,455,"['warga_indonesia_60', 'warga_indonesia_167']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4355,warga_indonesia_133,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_25 #4355,2024-11-29,945,1172,['warga_indonesia_25'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4356,warga_indonesia_74,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_30 #4356,2024-11-13,168,533,['warga_indonesia_30'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4357,warga_indonesia_168,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_141 #4357,2024-11-22,937,671,['warga_indonesia_141'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4358,warga_indonesia_146,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_124 #4358,2024-11-25,345,1479,['warga_indonesia_124'],Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4359,warga_indonesia_185,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_18 @warga_indonesia_103 #4359,2024-11-11,398,343,"['warga_indonesia_18', 'warga_indonesia_103']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4360,warga_indonesia_76,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_166 #4360,2024-11-19,226,1778,['warga_indonesia_166'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4361,warga_indonesia_41,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_30 #4361,2024-11-17,622,1600,['warga_indonesia_30'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4362,warga_indonesia_117,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @IndoWitch @warga_indonesia_78 #4362,2024-11-28,962,1033,"['IndoWitch', 'warga_indonesia_78']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4363,warga_indonesia_186,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_72 #4363,2024-11-23,400,756,['warga_indonesia_72'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4364,warga_indonesia_4,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @Kemendikbud_RI @warga_indonesia_179 #4364,2024-11-16,531,538,"['Kemendikbud_RI', 'warga_indonesia_179']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4365,warga_indonesia_118,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_115 @warga_indonesia_72 #4365,2024-11-11,16,1249,"['warga_indonesia_115', 'warga_indonesia_72']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4366,warga_indonesia_169,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_65 @warga_indonesia_174 #4366,2024-11-25,696,588,"['warga_indonesia_65', 'warga_indonesia_174']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4367,warga_indonesia_95,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_78 @prabowo #4367,2024-11-07,313,1286,"['warga_indonesia_78', 'prabowo']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4368,warga_indonesia_37,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_171 #4368,2024-11-22,915,1049,['warga_indonesia_171'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4369,warga_indonesia_90,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_109 #4369,2024-11-27,115,1871,['warga_indonesia_109'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4370,warga_indonesia_104,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_80 @warga_indonesia_59 #4370,2024-11-06,48,407,"['warga_indonesia_80', 'warga_indonesia_59']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4371,warga_indonesia_30,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_184 @warga_indonesia_34 #4371,2024-11-09,812,77,"['warga_indonesia_184', 'warga_indonesia_34']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4372,warga_indonesia_151,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_156 #4372,2024-11-12,215,807,['warga_indonesia_156'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4373,warga_indonesia_58,Makan siang gratis mulai didistribusikan ke daerah 3T. @pengamat_sosial @warga_indonesia_95 #4373,2024-11-10,464,220,"['pengamat_sosial', 'warga_indonesia_95']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4374,warga_indonesia_145,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_46 @warga_indonesia_95 #4374,2024-11-07,109,443,"['warga_indonesia_46', 'warga_indonesia_95']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4375,warga_indonesia_75,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_28 #4375,2024-11-20,907,439,['warga_indonesia_28'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4376,warga_indonesia_8,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_1 @warga_indonesia_82 #4376,2024-11-28,973,1074,"['warga_indonesia_1', 'warga_indonesia_82']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4377,warga_indonesia_28,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_34 #4377,2024-11-26,436,916,['warga_indonesia_34'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4378,warga_indonesia_136,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @tempodotco @kemenkeuRI #4378,2024-11-20,272,1951,"['tempodotco', 'kemenkeuRI']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4379,warga_indonesia_55,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_97 #4379,2024-11-28,658,1643,['warga_indonesia_97'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4380,warga_indonesia_195,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_74 #4380,2024-11-25,811,178,['warga_indonesia_74'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4381,warga_indonesia_91,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_3 #4381,2024-11-12,181,935,['warga_indonesia_3'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4382,warga_indonesia_89,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_61 @warga_indonesia_139 #4382,2024-11-04,712,1211,"['warga_indonesia_61', 'warga_indonesia_139']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4383,warga_indonesia_116,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_72 @CNNIndonesia #4383,2024-11-20,750,1709,"['warga_indonesia_72', 'CNNIndonesia']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_4384,warga_indonesia_167,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_65 #4384,2024-11-16,6,556,['warga_indonesia_65'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_4385,warga_indonesia_57,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @direktur_logistik @warga_indonesia_34 #4385,2024-11-28,526,1078,"['direktur_logistik', 'warga_indonesia_34']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_4386,warga_indonesia_70,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_158 #4386,2024-11-29,140,1915,['warga_indonesia_158'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_4387,warga_indonesia_166,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_6 @warga_indonesia_196 #4387,2024-11-30,828,1588,"['warga_indonesia_6', 'warga_indonesia_196']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_4388,warga_indonesia_96,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_15 @VIVAcoid #4388,2024-11-11,884,1582,"['warga_indonesia_15', 'VIVAcoid']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_4389,warga_indonesia_11,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_60 @warga_indonesia_65 #4389,2024-11-15,551,905,"['warga_indonesia_60', 'warga_indonesia_65']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_4390,warga_indonesia_15,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_76 @warga_indonesia_126 #4390,2024-11-06,141,1009,"['warga_indonesia_76', 'warga_indonesia_126']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_4391,warga_indonesia_16,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_92 @warga_indonesia_104 #4391,2024-11-24,914,1370,"['warga_indonesia_92', 'warga_indonesia_104']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_4392,warga_indonesia_43,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_175 @warga_indonesia_182 #4392,2024-11-11,750,1204,"['warga_indonesia_175', 'warga_indonesia_182']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_4393,warga_indonesia_102,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_28 @warga_indonesia_12 #4393,2024-11-28,324,1613,"['warga_indonesia_28', 'warga_indonesia_12']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_4394,warga_indonesia_47,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_18 @warga_indonesia_113 #4394,2024-11-05,311,1961,"['warga_indonesia_18', 'warga_indonesia_113']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_4395,warga_indonesia_56,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @Aliansi_Rakyat #4395,2024-11-26,709,876,['Aliansi_Rakyat'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_4396,warga_indonesia_140,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @Kemendikbud_RI @pengusaha_lokal #4396,2024-11-30,871,12,"['Kemendikbud_RI', 'pengusaha_lokal']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_4397,warga_indonesia_147,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @detikcom #4397,2024-11-05,820,628,['detikcom'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_4398,warga_indonesia_187,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_27 @warga_indonesia_107 #4398,2024-11-19,662,1798,"['warga_indonesia_27', 'warga_indonesia_107']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
